match_id,year,home_team,away_team,home_score,away_score,home_rank,away_rank,home_gdp,away_gdp,home_pop,away_pop,result
333,1982,Spain,Honduras,1.0,1.0,,,195856752991.065,3619500000.0,37986012.0,3958728.0,0
334,1982,Yugoslavia,Northern Ireland,0.0,0.0,,,,515048916841.37,,56313641.0,0
335,1982,Spain,Yugoslavia,2.0,1.0,,,195856752991.065,,37986012.0,,1
336,1982,Honduras,Northern Ireland,1.0,1.0,,,3619500000.0,515048916841.37,3958728.0,56313641.0,0
337,1982,Honduras,Yugoslavia,0.0,1.0,,,3619500000.0,,3958728.0,,-1
338,1982,Spain,Northern Ireland,0.0,1.0,,,195856752991.065,515048916841.37,37986012.0,56313641.0,-1
339,1982,Brazil,Soviet Union,2.0,1.0,,,271314113768.417,,126923155.0,,1
340,1982,Scotland,New Zealand,5.0,2.0,,,515048916841.37,24164603058.9949,56313641.0,3156100.0,1
341,1982,Brazil,Scotland,4.0,1.0,,,271314113768.417,515048916841.37,126923155.0,56313641.0,1
342,1982,Soviet Union,New Zealand,3.0,0.0,,,,24164603058.9949,,3156100.0,1
343,1982,Soviet Union,Scotland,2.0,2.0,,,,515048916841.37,,56313641.0,0
344,1982,Brazil,New Zealand,4.0,0.0,,,271314113768.417,24164603058.9949,126923155.0,3156100.0,1
345,1982,Poland,Belgium,3.0,0.0,,,,92095926187.5331,36230481.0,9856303.0,1
346,1982,Belgium,Soviet Union,0.0,1.0,,,92095926187.5331,,9856303.0,,-1
347,1982,Soviet Union,Poland,0.0,0.0,,,,,,36230481.0,0
348,1982,West Germany,England,0.0,0.0,,,,515048916841.37,,56313641.0,0
349,1982,West Germany,Spain,2.0,1.0,,,,195856752991.065,,37986012.0,1
350,1982,Spain,England,0.0,0.0,,,195856752991.065,515048916841.37,37986012.0,56313641.0,0
351,1982,Italy,Argentina,2.0,1.0,,,428257421617.752,84307486836.724,56543548.0,28924262.0,1
352,1982,Argentina,Brazil,1.0,3.0,,,84307486836.724,271314113768.417,28924262.0,126923155.0,-1
353,1982,Italy,Brazil,3.0,2.0,,,428257421617.752,271314113768.417,56543548.0,126923155.0,1
354,1982,Austria,France,0.0,1.0,,,70996111962.5716,578152310609.841,7574140.0,55806789.0,-1
355,1982,Austria,Northern Ireland,2.0,2.0,,,70996111962.5716,515048916841.37,7574140.0,56313641.0,0
356,1982,France,Northern Ireland,4.0,1.0,,,578152310609.841,515048916841.37,55806789.0,56313641.0,1
357,1982,Poland,Italy,0.0,2.0,,,,428257421617.752,36230481.0,56543548.0,-1
358,1982,West Germany,France,3.0,3.0,,,,578152310609.841,,55806789.0,0
359,1982,Poland,France,3.0,2.0,,,,578152310609.841,36230481.0,55806789.0,1
360,1982,Italy,West Germany,3.0,1.0,,,428257421617.752,,56543548.0,,1
361,1986,Bulgaria,Italy,1.0,1.0,,,20249294117.6471,641862313287.44,8958171.0,56596155.0,0
362,1986,Argentina,South Korea,3.0,1.0,,,105872372613.857,119965960795.24,30811980.0,41213674.0,1
363,1986,Italy,Argentina,1.0,1.0,,,641862313287.44,105872372613.857,56596155.0,30811980.0,0
364,1986,South Korea,Bulgaria,1.0,1.0,,,119965960795.24,20249294117.6471,41213674.0,8958171.0,0
365,1986,South Korea,Italy,2.0,3.0,,,119965960795.24,641862313287.44,41213674.0,56596155.0,-1
366,1986,Argentina,Bulgaria,2.0,0.0,,,105872372613.857,20249294117.6471,30811980.0,8958171.0,1
367,1986,Belgium,Mexico,1.0,2.0,,,120018787249.413,134556034672.991,9861823.0,76585637.0,-1
368,1986,Paraguay,Iraq,1.0,0.0,,,3723993942.79088,47264516129.0323,3611474.0,16074145.0,1
369,1986,Mexico,Paraguay,1.0,1.0,,,134556034672.991,3723993942.79088,76585637.0,3611474.0,0
370,1986,Iraq,Belgium,1.0,2.0,,,47264516129.0323,120018787249.413,16074145.0,9861823.0,-1
371,1986,Paraguay,Belgium,2.0,2.0,,,3723993942.79088,120018787249.413,3611474.0,9861823.0,0
372,1986,Iraq,Mexico,0.0,1.0,,,47264516129.0323,134556034672.991,16074145.0,76585637.0,-1
373,1986,Canada,France,0.0,1.0,,,379006836991.724,764946585850.933,26100278.0,56956002.0,-1
374,1986,Soviet Union,Hungary,6.0,0.0,,,,24778163812.0131,,10630564.0,1
375,1986,France,Soviet Union,1.0,1.0,,,764946585850.933,,56956002.0,,0
376,1986,Hungary,Canada,2.0,0.0,,,24778163812.0131,379006836991.724,10630564.0,26100278.0,1
377,1986,Hungary,France,0.0,3.0,,,24778163812.0131,764946585850.933,10630564.0,56956002.0,-1
378,1986,Soviet Union,Canada,2.0,0.0,,,,379006836991.724,,26100278.0,1
379,1986,Spain,Brazil,0.0,1.0,,,251141555185.933,256480852471.129,38584624.0,138336370.0,-1
380,1986,Algeria,Northern Ireland,1.0,1.0,,,63692007897.3834,601452653180.885,22745499.0,56681396.0,0
381,1986,Brazil,Algeria,1.0,0.0,,,256480852471.129,63692007897.3834,138336370.0,22745499.0,1
382,1986,Northern Ireland,Spain,1.0,2.0,,,601452653180.885,251141555185.933,56681396.0,38584624.0,-1
383,1986,Northern Ireland,Brazil,0.0,3.0,,,601452653180.885,256480852471.129,56681396.0,138336370.0,-1
384,1986,Algeria,Spain,0.0,3.0,,,63692007897.3834,251141555185.933,22745499.0,38584624.0,-1
385,1986,Uruguay,West Germany,1.0,1.0,,,5880112788.40947,,3032845.0,,0
386,1986,Scotland,Denmark,0.0,1.0,,,601452653180.885,87748695216.9077,56681396.0,5120534.0,-1
387,1986,West Germany,Scotland,2.0,1.0,,,,601452653180.885,,56681396.0,1
388,1986,Denmark,Uruguay,6.0,1.0,,,87748695216.9077,5880112788.40947,5120534.0,3032845.0,1
389,1986,Denmark,West Germany,2.0,0.0,,,87748695216.9077,,5120534.0,,1
390,1986,Scotland,Uruguay,0.0,0.0,,,601452653180.885,5880112788.40947,56681396.0,3032845.0,0
391,1986,Morocco,Poland,0.0,0.0,,,19462085540.2231,,22600803.0,37456119.0,0
392,1986,Portugal,England,1.0,0.0,,,38745901353.7059,601452653180.885,10032734.0,56681396.0,1
393,1986,England,Morocco,0.0,0.0,,,601452653180.885,19462085540.2231,56681396.0,22600803.0,0
394,1986,Poland,Portugal,1.0,0.0,,,,38745901353.7059,37456119.0,10032734.0,1
395,1986,England,Poland,3.0,0.0,,,601452653180.885,,56681396.0,37456119.0,1
396,1986,Portugal,Morocco,1.0,3.0,,,38745901353.7059,19462085540.2231,10032734.0,22600803.0,-1
397,1986,Mexico,Bulgaria,2.0,0.0,,,134556034672.991,20249294117.6471,76585637.0,8958171.0,1
398,1986,Soviet Union,Belgium,3.0,4.0,,,,120018787249.413,,9861823.0,-1
399,1986,Brazil,Poland,4.0,0.0,,,256480852471.129,,138336370.0,37456119.0,1
400,1986,Argentina,Uruguay,1.0,0.0,,,105872372613.857,5880112788.40947,30811980.0,3032845.0,1
401,1986,Italy,France,0.0,2.0,,,641862313287.44,764946585850.933,56596155.0,56956002.0,-1
402,1986,Morocco,West Germany,0.0,1.0,,,19462085540.2231,,22600803.0,,-1
403,1986,England,Paraguay,3.0,0.0,,,601452653180.885,3723993942.79088,56681396.0,3611474.0,1
404,1986,Denmark,Spain,1.0,5.0,,,87748695216.9077,251141555185.933,5120534.0,38584624.0,-1
405,1986,Brazil,France,1.0,1.0,,,256480852471.129,764946585850.933,138336370.0,56956002.0,0
406,1986,West Germany,Mexico,0.0,0.0,,,,134556034672.991,,76585637.0,0
407,1986,Argentina,England,2.0,1.0,,,105872372613.857,601452653180.885,30811980.0,56681396.0,1
408,1986,Spain,Belgium,1.0,1.0,,,251141555185.933,120018787249.413,38584624.0,9861823.0,0
409,1986,France,West Germany,0.0,2.0,,,764946585850.933,,56956002.0,,-1
410,1986,Argentina,Belgium,2.0,0.0,,,105872372613.857,120018787249.413,30811980.0,9861823.0,1
411,1986,Belgium,France,2.0,4.0,,,120018787249.413,764946585850.933,9861823.0,56956002.0,-1
412,1986,Argentina,West Germany,3.0,2.0,,,105872372613.857,,30811980.0,,1
413,1990,Cameroon,Colombia,2.0,1.0,,,12314482627.8454,47844090709.9908,11331821.0,32440069.0,1
414,1990,Czechoslovakia,Costa Rica,4.0,1.0,,,,5711687786.75989,,3121706.0,1
415,1990,Brazil,Argentina,0.0,1.0,,,390725626002.866,141352654305.163,149143223.0,32755901.0,-1
416,1990,West Germany,Netherlands,2.0,1.0,,,,318799003993.707,,14951510.0,1
417,1990,Republic of Ireland,Romania,0.0,0.0,,,,38247882300.4904,,23201835.0,0
418,1990,Italy,Uruguay,2.0,0.0,,,1183945130898.51,9298807850.29979,56719240.0,3104403.0,1
419,1990,Spain,Yugoslavia,1.0,2.0,,,536175326477.31,,38867322.0,,-1
420,1990,England,Belgium,1.0,0.0,,,1093169389204.55,205331747947.851,57247586.0,9967379.0,1
421,1990,Argentina,Yugoslavia,0.0,0.0,,,141352654305.163,,32755901.0,,0
422,1990,Republic of Ireland,Italy,0.0,1.0,,,,1183945130898.51,,56719240.0,-1
423,1990,Czechoslovakia,West Germany,0.0,1.0,,,,,,,-1
424,1990,Cameroon,England,2.0,3.0,,,12314482627.8454,1093169389204.55,11331821.0,57247586.0,-1
425,1990,Argentina,Italy,1.0,1.0,,,141352654305.163,1183945130898.51,32755901.0,56719240.0,0
426,1990,West Germany,England,1.0,1.0,,,,1093169389204.55,,57247586.0,0
427,1990,Italy,England,2.0,1.0,,,1183945130898.51,1093169389204.55,56719240.0,57247586.0,1
428,1990,West Germany,Argentina,1.0,0.0,,,,141352654305.163,,32755901.0,1
429,1994,United States,Switzerland,1.0,1.0,21.0,8.0,7287236000000.0,301375055202.164,263126000.0,6993795.0,0
430,1994,Colombia,Romania,1.0,3.0,20.0,18.0,81703500846.0364,30072805104.2542,35127410.0,22730211.0,-1
431,1994,Romania,Switzerland,1.0,4.0,18.0,8.0,30072805104.2542,301375055202.164,22730211.0,6993795.0,-1
432,1994,United States,Colombia,2.0,1.0,21.0,20.0,7287236000000.0,81703500846.0364,263126000.0,35127410.0,1
433,1994,Switzerland,Colombia,0.0,2.0,8.0,20.0,301375055202.164,81703500846.0364,6993795.0,35127410.0,-1
434,1994,United States,Romania,0.0,1.0,21.0,18.0,7287236000000.0,30072805104.2542,263126000.0,22730211.0,-1
435,1994,Cameroon,Sweden,2.0,2.0,29.0,10.0,8902446252.18372,228699066874.028,12704903.0,8780745.0,0
436,1994,Brazil,Russia,2.0,0.0,2.0,13.0,525369851353.742,,159265006.0,,1
437,1994,Brazil,Cameroon,3.0,0.0,2.0,29.0,525369851353.742,8902446252.18372,159265006.0,12704903.0,1
438,1994,Sweden,Russia,3.0,1.0,10.0,13.0,228699066874.028,,8780745.0,,1
439,1994,Russia,Cameroon,6.0,1.0,13.0,29.0,,8902446252.18372,,12704903.0,1
440,1994,Brazil,Sweden,1.0,1.0,2.0,10.0,525369851353.742,228699066874.028,159265006.0,8780745.0,0
441,1994,Germany,Bolivia,1.0,0.0,1.0,55.0,2215282632276.73,5981222858.82727,81438348.0,7727322.0,1
442,1994,Spain,South Korea,2.0,2.0,6.0,42.0,530183651720.283,479181794216.859,39549108.0,44641540.0,0
443,1994,Germany,Spain,1.0,1.0,1.0,6.0,2215282632276.73,530183651720.283,81438348.0,39549108.0,0
444,1994,South Korea,Bolivia,0.0,0.0,42.0,55.0,479181794216.859,5981222858.82727,44641540.0,7727322.0,0
445,1994,Bolivia,Spain,1.0,3.0,55.0,6.0,5981222858.82727,530183651720.283,7727322.0,39549108.0,-1
446,1994,Germany,South Korea,3.0,2.0,1.0,42.0,2215282632276.73,479181794216.859,81438348.0,44641540.0,1
447,1994,Argentina,Greece,4.0,0.0,9.0,32.0,257440000000.0,114980063202.247,34613491.0,10512922.0,1
448,1994,Nigeria,Bulgaria,3.0,0.0,15.0,23.0,80399613063.6364,9709240033.98973,107935714.0,8443591.0,1
449,1994,Argentina,Nigeria,2.0,1.0,9.0,15.0,257440000000.0,80399613063.6364,34613491.0,107935714.0,1
450,1994,Bulgaria,Greece,4.0,0.0,23.0,32.0,9709240033.98973,114980063202.247,8443591.0,10512922.0,1
451,1994,Argentina,Bulgaria,0.0,2.0,9.0,23.0,257440000000.0,9709240033.98973,34613491.0,8443591.0,-1
452,1994,Greece,Nigeria,0.0,2.0,32.0,15.0,114980063202.247,80399613063.6364,10512922.0,107935714.0,-1
453,1994,Italy,Republic of Ireland,0.0,1.0,7.0,11.0,1101750159702.21,,56843400.0,,-1
454,1994,Norway,Mexico,1.0,0.0,5.0,17.0,127131319428.701,553618247900.74,4336613.0,89259205.0,1
455,1994,Italy,Norway,1.0,0.0,7.0,5.0,1101750159702.21,127131319428.701,56843400.0,4336613.0,1
456,1994,Mexico,Republic of Ireland,2.0,1.0,17.0,11.0,553618247900.74,,89259205.0,,1
457,1994,Italy,Mexico,1.0,1.0,7.0,17.0,1101750159702.21,553618247900.74,56843400.0,89259205.0,0
458,1994,Republic of Ireland,Norway,0.0,0.0,11.0,5.0,,127131319428.701,,4336613.0,0
459,1994,Belgium,Morocco,1.0,0.0,26.0,28.0,244884129491.198,35604137422.5796,10115603.0,26000822.0,1
460,1994,Netherlands,Saudi Arabia,2.0,1.0,3.0,36.0,379688232231.505,135174899866.489,15382838.0,12750040.0,1
461,1994,Belgium,Netherlands,1.0,0.0,26.0,3.0,244884129491.198,379688232231.505,10115603.0,15382838.0,1
462,1994,Saudi Arabia,Morocco,2.0,1.0,36.0,28.0,135174899866.489,35604137422.5796,12750040.0,26000822.0,1
463,1994,Belgium,Saudi Arabia,0.0,1.0,26.0,36.0,244884129491.198,135174899866.489,10115603.0,12750040.0,-1
464,1994,Morocco,Netherlands,1.0,2.0,28.0,3.0,35604137422.5796,379688232231.505,26000822.0,15382838.0,-1
465,1994,Germany,Belgium,3.0,2.0,1.0,26.0,2215282632276.73,244884129491.198,81438348.0,10115603.0,1
466,1994,Spain,Switzerland,3.0,0.0,6.0,8.0,530183651720.283,301375055202.164,39549108.0,6993795.0,1
467,1994,Saudi Arabia,Sweden,1.0,3.0,36.0,10.0,135174899866.489,228699066874.028,12750040.0,8780745.0,-1
468,1994,Romania,Argentina,3.0,2.0,18.0,9.0,30072805104.2542,257440000000.0,22730211.0,34613491.0,1
469,1994,Netherlands,Republic of Ireland,2.0,0.0,3.0,11.0,379688232231.505,,15382838.0,,1
470,1994,Brazil,United States,1.0,0.0,2.0,21.0,525369851353.742,7287236000000.0,159265006.0,263126000.0,1
471,1994,Nigeria,Italy,1.0,2.0,15.0,7.0,80399613063.6364,1101750159702.21,107935714.0,56843400.0,-1
472,1994,Mexico,Bulgaria,1.0,1.0,17.0,23.0,553618247900.74,9709240033.98973,89259205.0,8443591.0,0
473,1994,Italy,Spain,2.0,1.0,7.0,6.0,1101750159702.21,530183651720.283,56843400.0,39549108.0,1
474,1994,Netherlands,Brazil,2.0,3.0,3.0,2.0,379688232231.505,525369851353.742,15382838.0,159265006.0,-1
475,1994,Bulgaria,Germany,2.0,1.0,23.0,1.0,9709240033.98973,2215282632276.73,8443591.0,81438348.0,1
476,1994,Romania,Sweden,2.0,2.0,18.0,10.0,30072805104.2542,228699066874.028,22730211.0,8780745.0,0
477,1994,Bulgaria,Italy,1.0,2.0,23.0,7.0,9709240033.98973,1101750159702.21,8443591.0,56843400.0,-1
478,1994,Sweden,Brazil,0.0,1.0,10.0,2.0,228699066874.028,525369851353.742,8780745.0,159265006.0,-1
479,1994,Sweden,Bulgaria,4.0,0.0,10.0,23.0,228699066874.028,9709240033.98973,8780745.0,8443591.0,1
480,1994,Brazil,Italy,0.0,0.0,2.0,7.0,525369851353.742,1101750159702.21,159265006.0,56843400.0,0
481,1998,Brazil,Scotland,2.0,1.0,1.0,37.0,863711007325.493,1660821464060.95,169159655.0,58487141.0,1
482,1998,Morocco,Norway,2.0,2.0,13.0,10.0,46497608724.9865,154230295158.447,27621648.0,4431464.0,0
483,1998,Scotland,Norway,1.0,1.0,37.0,10.0,1660821464060.95,154230295158.447,58487141.0,4431464.0,0
484,1998,Brazil,Morocco,3.0,0.0,1.0,13.0,863711007325.493,46497608724.9865,169159655.0,27621648.0,1
485,1998,Scotland,Morocco,0.0,3.0,37.0,13.0,1660821464060.95,46497608724.9865,58487141.0,27621648.0,-1
486,1998,Brazil,Norway,1.0,2.0,1.0,10.0,863711007325.493,154230295158.447,169159655.0,4431464.0,-1
487,1998,Italy,Chile,2.0,2.0,14.0,7.0,1272729786996.77,81990010704.0602,56906744.0,15127799.0,0
488,1998,Cameroon,Austria,1.0,1.0,49.0,27.0,11298144990.4104,217068085815.918,14144860.0,7976789.0,0
489,1998,Chile,Austria,1.0,1.0,7.0,27.0,81990010704.0602,217068085815.918,15127799.0,7976789.0,0
490,1998,Italy,Cameroon,3.0,0.0,14.0,49.0,1272729786996.77,11298144990.4104,56906744.0,14144860.0,1
491,1998,Italy,Austria,2.0,1.0,14.0,27.0,1272729786996.77,217068085815.918,56906744.0,7976789.0,1
492,1998,Chile,Cameroon,1.0,1.0,7.0,49.0,81990010704.0602,11298144990.4104,15127799.0,14144860.0,0
493,1998,Saudi Arabia,Denmark,0.0,1.0,32.0,24.0,146775466666.667,176877077513.133,14922185.0,5304219.0,-1
494,1998,France,South Africa,3.0,0.0,6.0,36.0,1496906382032.47,152982984557.233,60190684.0,46223880.0,1
495,1998,South Africa,Denmark,1.0,1.0,36.0,24.0,152982984557.233,176877077513.133,46223880.0,5304219.0,0
496,1998,France,Saudi Arabia,4.0,0.0,6.0,32.0,1496906382032.47,146775466666.667,60190684.0,14922185.0,1
497,1998,France,Denmark,2.0,1.0,6.0,24.0,1496906382032.47,176877077513.133,60190684.0,5304219.0,1
498,1998,South Africa,Saudi Arabia,2.0,2.0,36.0,32.0,152982984557.233,146775466666.667,46223880.0,14922185.0,0
499,1998,Paraguay,Bulgaria,0.0,0.0,30.0,38.0,9260481572.42462,15031055046.7575,4900025.0,8256786.0,0
500,1998,Spain,Nigeria,2.0,3.0,23.0,67.0,618731484575.12,218416200672.727,40223509.0,119846254.0,-1
501,1998,Nigeria,Bulgaria,1.0,0.0,67.0,38.0,218416200672.727,15031055046.7575,119846254.0,8256786.0,1
502,1998,Spain,Paraguay,0.0,0.0,23.0,30.0,618731484575.12,9260481572.42462,40223509.0,4900025.0,0
503,1998,Nigeria,Paraguay,1.0,3.0,67.0,30.0,218416200672.727,9260481572.42462,119846254.0,4900025.0,-1
504,1998,Spain,Bulgaria,6.0,1.0,23.0,38.0,618731484575.12,15031055046.7575,40223509.0,8256786.0,1
505,1998,South Korea,Mexico,1.0,3.0,20.0,4.0,397297216492.19,557461102630.658,46286503.0,95575245.0,-1
506,1998,Netherlands,Belgium,0.0,0.0,25.0,41.0,438612530548.767,258528339631.029,15707209.0,10203008.0,0
507,1998,Belgium,Mexico,2.0,2.0,41.0,4.0,258528339631.029,557461102630.658,10203008.0,95575245.0,0
508,1998,Netherlands,South Korea,5.0,0.0,25.0,20.0,438612530548.767,397297216492.19,15707209.0,46286503.0,1
509,1998,Netherlands,Mexico,2.0,2.0,25.0,4.0,438612530548.767,557461102630.658,15707209.0,95575245.0,0
510,1998,Belgium,South Korea,1.0,1.0,41.0,20.0,258528339631.029,397297216492.19,10203008.0,46286503.0,0
511,1998,FR Yugoslavia,Iran,1.0,0.0,8.0,47.0,,110276913362.508,,64519859.0,1
512,1998,Germany,United States,2.0,0.0,2.0,12.0,2247760364565.97,9062818202000.0,82047195.0,275854000.0,1
513,1998,Germany,FR Yugoslavia,2.0,2.0,2.0,8.0,2247760364565.97,,82047195.0,,0
514,1998,United States,Iran,1.0,2.0,12.0,47.0,9062818202000.0,110276913362.508,275854000.0,64519859.0,-1
515,1998,Germany,Iran,2.0,0.0,2.0,47.0,2247760364565.97,110276913362.508,82047195.0,64519859.0,1
516,1998,United States,FR Yugoslavia,0.0,1.0,12.0,8.0,9062818202000.0,,275854000.0,,-1
517,1998,England,Tunisia,2.0,0.0,5.0,19.0,1660821464060.95,21802893587.126,58487141.0,9541667.0,1
518,1998,Romania,Colombia,1.0,0.0,11.0,15.0,41696091973.7076,98443739941.1664,22507344.0,37792165.0,1
519,1998,Colombia,Tunisia,1.0,0.0,15.0,19.0,98443739941.1664,21802893587.126,37792165.0,9541667.0,1
520,1998,Romania,England,2.0,1.0,11.0,5.0,41696091973.7076,1660821464060.95,22507344.0,58487141.0,1
521,1998,Colombia,England,0.0,2.0,15.0,5.0,98443739941.1664,1660821464060.95,37792165.0,58487141.0,-1
522,1998,Romania,Tunisia,1.0,1.0,11.0,19.0,41696091973.7076,21802893587.126,22507344.0,9541667.0,0
523,1998,Argentina,Japan,1.0,0.0,17.0,9.0,298948250000.0,4098362709531.24,36372860.0,126400000.0,1
524,1998,Jamaica,Croatia,1.0,3.0,33.0,16.0,8787195622.43502,25890228429.7214,2569736.0,4532135.0,-1
525,1998,Japan,Croatia,0.0,1.0,9.0,16.0,4098362709531.24,25890228429.7214,126400000.0,4532135.0,-1
526,1998,Argentina,Jamaica,5.0,0.0,17.0,33.0,298948250000.0,8787195622.43502,36372860.0,2569736.0,1
527,1998,Argentina,Croatia,1.0,0.0,17.0,16.0,298948250000.0,25890228429.7214,36372860.0,4532135.0,1
528,1998,Japan,Jamaica,1.0,2.0,9.0,33.0,4098362709531.24,8787195622.43502,126400000.0,2569736.0,-1
529,1998,Italy,Norway,1.0,0.0,14.0,10.0,1272729786996.77,154230295158.447,56906744.0,4431464.0,1
530,1998,Brazil,Chile,4.0,1.0,1.0,7.0,863711007325.493,81990010704.0602,169159655.0,15127799.0,1
531,1998,France,Paraguay,1.0,0.0,6.0,30.0,1496906382032.47,9260481572.42462,60190684.0,4900025.0,1
532,1998,Nigeria,Denmark,1.0,4.0,67.0,24.0,218416200672.727,176877077513.133,119846254.0,5304219.0,-1
533,1998,Germany,Mexico,2.0,1.0,2.0,4.0,2247760364565.97,557461102630.658,82047195.0,95575245.0,1
534,1998,Netherlands,FR Yugoslavia,2.0,1.0,25.0,8.0,438612530548.767,,15707209.0,,1
535,1998,Romania,Croatia,0.0,1.0,11.0,16.0,41696091973.7076,25890228429.7214,22507344.0,4532135.0,-1
536,1998,Argentina,England,2.0,2.0,17.0,5.0,298948250000.0,1660821464060.95,36372860.0,58487141.0,0
537,1998,Italy,France,0.0,0.0,14.0,6.0,1272729786996.77,1496906382032.47,56906744.0,60190684.0,0
538,1998,Brazil,Denmark,3.0,2.0,1.0,24.0,863711007325.493,176877077513.133,169159655.0,5304219.0,1
539,1998,Netherlands,Argentina,2.0,1.0,25.0,17.0,438612530548.767,298948250000.0,15707209.0,36372860.0,1
540,1998,Germany,Croatia,0.0,3.0,2.0,16.0,2247760364565.97,25890228429.7214,82047195.0,4532135.0,-1
541,1998,Brazil,Netherlands,1.0,1.0,1.0,25.0,863711007325.493,438612530548.767,169159655.0,15707209.0,0
542,1998,France,Croatia,2.0,1.0,6.0,16.0,1496906382032.47,25890228429.7214,60190684.0,4532135.0,1
543,1998,Netherlands,Croatia,1.0,2.0,25.0,16.0,438612530548.767,25890228429.7214,15707209.0,4532135.0,-1
544,1998,Brazil,France,0.0,3.0,1.0,6.0,863711007325.493,1496906382032.47,169159655.0,60190684.0,-1
545,2002,France,Senegal,0.0,1.0,1.0,68.0,1492427756382.43,7006402319.75856,61812142.0,10466214.0,-1
546,2002,Uruguay,Denmark,1.0,2.0,22.0,17.0,13606515722.5864,178788209558.311,3278867.0,5375931.0,-1
547,2002,Denmark,Senegal,1.0,1.0,17.0,68.0,178788209558.311,7006402319.75856,5375931.0,10466214.0,0
548,2002,France,Uruguay,0.0,0.0,1.0,22.0,1492427756382.43,13606515722.5864,61812142.0,3278867.0,0
549,2002,Denmark,France,2.0,0.0,17.0,1.0,178788209558.311,1492427756382.43,5375931.0,61812142.0,1
550,2002,Senegal,Uruguay,3.0,3.0,68.0,22.0,7006402319.75856,13606515722.5864,10466214.0,3278867.0,0
551,2002,Paraguay,South Africa,2.0,2.0,13.0,33.0,7196260656.84556,129087556612.449,5261328.0,48019415.0,0
552,2002,Spain,Slovenia,3.0,1.0,7.0,27.0,708938227243.923,23214593516.2095,41431558.0,1994530.0,1
553,2002,Spain,Paraguay,3.0,1.0,7.0,13.0,708938227243.923,7196260656.84556,41431558.0,5261328.0,1
554,2002,South Africa,Slovenia,1.0,0.0,33.0,27.0,129087556612.449,23214593516.2095,48019415.0,1994530.0,1
555,2002,South Africa,Spain,2.0,3.0,33.0,7.0,129087556612.449,708938227243.923,48019415.0,41431558.0,-1
556,2002,Slovenia,Paraguay,1.0,3.0,27.0,13.0,23214593516.2095,7196260656.84556,1994530.0,5261328.0,-1
557,2002,Brazil,Turkey,2.0,1.0,3.0,23.0,509795270685.19,,178503484.0,,1
558,2002,China,Costa Rica,0.0,2.0,55.0,30.0,1489821682050.54,16578820687.2881,1280400000.0,4075705.0,-1
559,2002,Brazil,China,4.0,0.0,3.0,55.0,509795270685.19,1489821682050.54,178503484.0,1280400000.0,1
560,2002,Costa Rica,Turkey,1.0,1.0,30.0,23.0,16578820687.2881,,4075705.0,,0
561,2002,Costa Rica,Brazil,2.0,5.0,30.0,3.0,16578820687.2881,509795270685.19,4075705.0,178503484.0,-1
562,2002,Turkey,China,3.0,0.0,23.0,55.0,,1489821682050.54,,1280400000.0,1
563,2002,South Korea,Poland,2.0,0.0,42.0,31.0,650014391470.21,199694463255.567,47644736.0,38230364.0,1
564,2002,United States,Portugal,3.0,2.0,24.0,4.0,10929112955000.0,134795565549.419,287625193.0,10419631.0,1
565,2002,South Korea,United States,1.0,1.0,42.0,24.0,650014391470.21,10929112955000.0,47644736.0,287625193.0,0
566,2002,Portugal,Poland,4.0,0.0,4.0,31.0,134795565549.419,199694463255.567,10419631.0,38230364.0,1
567,2002,Portugal,South Korea,0.0,1.0,4.0,42.0,134795565549.419,650014391470.21,10419631.0,47644736.0,-1
568,2002,Poland,United States,3.0,1.0,31.0,24.0,199694463255.567,10929112955000.0,38230364.0,287625193.0,1
569,2002,Republic of Ireland,Cameroon,1.0,1.0,18.0,37.0,,12417251350.4882,,15725528.0,0
570,2002,Germany,Saudi Arabia,8.0,0.0,12.0,32.0,2102350798305.89,189605866666.667,82488495.0,17910910.0,1
571,2002,Germany,Republic of Ireland,1.0,1.0,12.0,18.0,2102350798305.89,,82488495.0,,0
572,2002,Cameroon,Saudi Arabia,1.0,0.0,37.0,32.0,12417251350.4882,189605866666.667,15725528.0,17910910.0,1
573,2002,Cameroon,Germany,0.0,2.0,37.0,12.0,12417251350.4882,2102350798305.89,15725528.0,82488495.0,-1
574,2002,Saudi Arabia,Republic of Ireland,0.0,3.0,32.0,18.0,189605866666.667,,17910910.0,,-1
575,2002,Argentina,Nigeria,1.0,0.0,2.0,40.0,97724004251.8602,95054059302.6995,38029349.0,133471989.0,1
576,2002,England,Sweden,1.0,1.0,10.0,16.0,1790536570743.41,267371907446.776,59370479.0,8924958.0,0
577,2002,Sweden,Nigeria,2.0,1.0,16.0,40.0,267371907446.776,95054059302.6995,8924958.0,133471989.0,1
578,2002,Argentina,England,0.0,1.0,2.0,10.0,97724004251.8602,1790536570743.41,38029349.0,59370479.0,-1
579,2002,Sweden,Argentina,1.0,1.0,16.0,2.0,267371907446.776,97724004251.8602,8924958.0,38029349.0,0
580,2002,Nigeria,England,0.0,0.0,40.0,10.0,95054059302.6995,1790536570743.41,133471989.0,59370479.0,0
581,2002,Croatia,Mexico,0.0,1.0,19.0,9.0,26757722428.6781,810666116401.915,4302174.0,101548624.0,-1
582,2002,Italy,Ecuador,2.0,0.0,6.0,38.0,1281746271196.04,27054197000.0,57089824.0,13138472.0,1
583,2002,Italy,Croatia,1.0,2.0,6.0,19.0,1281746271196.04,26757722428.6781,57089824.0,4302174.0,-1
