match_id,year,stage,home_team,away_team,home_score,away_score,home_rank,away_rank,result,home_gdp,home_pop,away_gdp,away_pop
224,1970,Group Stage,Bulgaria,Morocco,1.0,1.0,12.0,12.0,0,64588678992.0,8489574.0,40982292400.0,15909275.0
218,1970,Group Stage,England,Czechoslovakia,1.0,0.0,12.0,6.0,1,954756384000.0,55632000.0,85688637048.0,9795226.0
227,1970,Quarterfinals,Brazil,Peru,4.0,2.0,7.0,37.0,1,443496716595.0,95684297.0,81043370400.0,13192800.0
228,1970,Quarterfinals,West Germany,England,3.0,2.0,12.0,12.0,1,1343859724428.0,77783164.0,954756384000.0,55632000.0
229,1970,Semifinals,Brazil,Uruguay,3.0,1.0,7.0,2.0,1,443496716595.0,95684297.0,22673981770.0,2823659.0
230,1970,Semifinals,Italy,West Germany,4.0,3.0,1.0,12.0,1,831317761200.0,53661100.0,1343859724428.0,77783164.0
231,1970,Third Place Match,West Germany,Uruguay,1.0,0.0,12.0,2.0,1,1343859724428.0,77783164.0,22673981770.0,2823659.0
232,1970,Final,Brazil,Italy,4.0,1.0,7.0,1.0,1,443496716595.0,95684297.0,831317761200.0,53661100.0
225,1970,Quarterfinals,Soviet Union,Uruguay,0.0,1.0,12.0,2.0,-1,2154659508000.0,242478000.0,22673981770.0,2823659.0
217,1970,Group Stage,Brazil,Romania,3.0,2.0,7.0,38.0,1,443496716595.0,95684297.0,92096448409.0634,20252541.0
226,1970,Quarterfinals,Italy,Mexico,4.0,1.0,1.0,41.0,1,831317761200.0,53661100.0,362723660934.0,52775158.0
215,1970,Group Stage,Romania,Czechoslovakia,2.0,1.0,38.0,6.0,1,92096448409.0634,20252541.0,85688637048.0,9795226.0
201,1970,Group Stage,Mexico,Soviet Union,0.0,0.0,41.0,12.0,0,362723660934.0,52775158.0,2154659508000.0,242478000.0
202,1970,Group Stage,Belgium,El Salvador,3.0,0.0,42.0,12.0,1,163013749200.0,9637800.0,12570427616.0,3603907.0
203,1970,Group Stage,Soviet Union,Belgium,4.0,1.0,12.0,42.0,1,2154659508000.0,242478000.0,163013749200.0,9637800.0
204,1970,Group Stage,Mexico,El Salvador,4.0,0.0,41.0,12.0,1,362723660934.0,52775158.0,12570427616.0,3603907.0
205,1970,Group Stage,Soviet Union,El Salvador,2.0,0.0,12.0,12.0,1,2154659508000.0,242478000.0,12570427616.0,3603907.0
206,1970,Group Stage,Mexico,Belgium,1.0,0.0,41.0,42.0,1,362723660934.0,52775158.0,163013749200.0,9637800.0
207,1970,Group Stage,Uruguay,Israel,2.0,0.0,2.0,12.0,1,22673981770.0,2823659.0,37492043242.0,2903434.0
216,1970,Group Stage,Brazil,England,1.0,0.0,7.0,12.0,1,443496716595.0,95684297.0,954756384000.0,55632000.0
208,1970,Group Stage,Italy,Sweden,1.0,0.0,1.0,31.0,1,831317761200.0,53661100.0,163023567000.0,8043000.0
209,1970,Group Stage,Uruguay,Italy,0.0,0.0,2.0,1.0,0,22673981770.0,2823659.0,831317761200.0,53661100.0
210,1970,Group Stage,Sweden,Israel,1.0,1.0,31.0,12.0,0,163023567000.0,8043000.0,37492043242.0,2903434.0
211,1970,Group Stage,Sweden,Uruguay,1.0,0.0,31.0,2.0,1,163023567000.0,8043000.0,22673981770.0,2823659.0
212,1970,Group Stage,Italy,Israel,0.0,0.0,1.0,12.0,0,831317761200.0,53661100.0,37492043242.0,2903434.0
213,1970,Group Stage,England,Romania,1.0,0.0,12.0,38.0,1,954756384000.0,55632000.0,92096448409.0634,20252541.0
214,1970,Group Stage,Brazil,Czechoslovakia,4.0,1.0,7.0,6.0,1,443496716595.0,95684297.0,85688637048.0,9795226.0
254,1974,Group Stage,Haiti,Poland,0.0,7.0,12.0,37.0,-1,8476572000.0,4866000.0,300363721920.0,33642890.0
255,1974,Group Stage,Argentina,Haiti,4.0,1.0,4.0,12.0,1,340686392364.0,25646371.0,8476572000.0,4866000.0
256,1974,Group Stage,Poland,Italy,2.0,1.0,37.0,1.0,1,300363721920.0,33642890.0,972368742213.0,55226259.0
258,1974,Group Stage,Brazil,East Germany,1.0,0.0,7.0,12.0,1,681263712000.0,106182000.0,1518360882236.0,78966137.0
259,1974,Group Stage,Argentina,Brazil,1.0,2.0,4.0,7.0,-1,340686392364.0,25646371.0,681263712000.0,106182000.0
260,1974,Group Stage,East Germany,Netherlands,0.0,2.0,12.0,42.0,-1,1518360882236.0,78966137.0,291312124176.0,13540584.0
261,1974,Group Stage,Argentina,East Germany,1.0,1.0,4.0,12.0,0,340686392364.0,25646371.0,1518360882236.0,78966137.0
262,1974,Group Stage,Netherlands,Brazil,2.0,0.0,42.0,7.0,1,291312124176.0,13540584.0,681263712000.0,106182000.0
265,1974,Group Stage,Poland,Yugoslavia,2.0,1.0,37.0,10.0,1,300363721920.0,33642890.0,159611850000.0,20550000.0
264,1974,Group Stage,Sweden,Poland,0.0,1.0,34.0,37.0,-1,180619252000.0,8161000.0,300363721920.0,33642890.0
253,1974,Group Stage,Argentina,Italy,1.0,1.0,4.0,1.0,0,340686392364.0,25646371.0,972368742213.0,55226259.0
266,1974,Group Stage,West Germany,Sweden,4.0,2.0,12.0,34.0,1,1518360882236.0,78966137.0,180619252000.0,8161000.0
267,1974,Group Stage,Poland,West Germany,0.0,1.0,37.0,12.0,-1,300363721920.0,33642890.0,1518360882236.0,78966137.0
268,1974,Group Stage,Sweden,Yugoslavia,2.0,1.0,34.0,10.0,1,180619252000.0,8161000.0,159611850000.0,20550000.0
269,1974,Third Place Match,Brazil,Poland,0.0,1.0,7.0,37.0,-1,681263712000.0,106182000.0,300363721920.0,33642890.0
270,1974,Final,Netherlands,West Germany,1.0,2.0,42.0,12.0,-1,291312124176.0,13540584.0,1518360882236.0,78966137.0
263,1974,Group Stage,Yugoslavia,West Germany,0.0,2.0,10.0,12.0,-1,159611850000.0,20550000.0,1518360882236.0,78966137.0
251,1974,Group Stage,Italy,Haiti,3.0,1.0,1.0,12.0,1,972368742213.0,55226259.0,8476572000.0,4866000.0
257,1974,Group Stage,Netherlands,Argentina,4.0,0.0,42.0,4.0,1,291312124176.0,13540584.0,340686392364.0,25646371.0
238,1974,Group Stage,East Germany,West Germany,1.0,0.0,12.0,12.0,1,1518360882236.0,78966137.0,1518360882236.0,78966137.0
233,1974,Group Stage,West Germany,Chile,1.0,0.0,12.0,5.0,1,1518360882236.0,78966137.0,79171406208.0,10076544.0
234,1974,Group Stage,East Germany,Australia,2.0,0.0,12.0,12.0,1,1518360882236.0,78966137.0,281474171800.0,13599100.0
235,1974,Group Stage,Australia,West Germany,0.0,3.0,12.0,12.0,-1,281474171800.0,13599100.0,1518360882236.0,78966137.0
236,1974,Group Stage,Chile,East Germany,1.0,1.0,5.0,12.0,0,79171406208.0,10076544.0,1518360882236.0,78966137.0
237,1974,Group Stage,Australia,Chile,0.0,0.0,12.0,5.0,0,281474171800.0,13599100.0,79171406208.0,10076544.0
250,1974,Group Stage,Sweden,Uruguay,3.0,0.0,34.0,2.0,1,180619252000.0,8161000.0,23205229488.0,2838213.0
239,1974,Group Stage,Brazil,Yugoslavia,0.0,0.0,7.0,10.0,0,681263712000.0,106182000.0,159611850000.0,20550000.0
240,1974,Group Stage,Zaire,Scotland,0.0,2.0,12.0,12.0,-1,31926197504.0,24333992.0,1062802272000.0,56224000.0
241,1974,Group Stage,Yugoslavia,Zaire,9.0,0.0,10.0,12.0,1,159611850000.0,20550000.0,31926197504.0,24333992.0
252,1974,Group Stage,Poland,Argentina,3.0,2.0,37.0,4.0,1,300363721920.0,33642890.0,340686392364.0,25646371.0
243,1974,Group Stage,Scotland,Yugoslavia,1.0,1.0,12.0,10.0,0,1062802272000.0,56224000.0,159611850000.0,20550000.0
244,1974,Group Stage,Zaire,Brazil,0.0,3.0,12.0,7.0,-1,31926197504.0,24333992.0,681263712000.0,106182000.0
245,1974,Group Stage,Uruguay,Netherlands,0.0,2.0,2.0,42.0,-1,23205229488.0,2838213.0,291312124176.0,13540584.0
246,1974,Group Stage,Sweden,Bulgaria,0.0,0.0,34.0,12.0,0,180619252000.0,8161000.0,74897569350.0,8678745.0
247,1974,Group Stage,Bulgaria,Uruguay,1.0,1.0,12.0,2.0,0,74897569350.0,8678745.0,23205229488.0,2838213.0
248,1974,Group Stage,Netherlands,Sweden,0.0,0.0,42.0,34.0,0,291312124176.0,13540584.0,180619252000.0,8161000.0
249,1974,Group Stage,Bulgaria,Netherlands,1.0,4.0,12.0,42.0,-1,74897569350.0,8678745.0,291312124176.0,13540584.0
242,1974,Group Stage,Scotland,Brazil,0.0,0.0,12.0,7.0,0,1062802272000.0,56224000.0,681263712000.0,106182000.0
293,1978,Group Stage,Peru,Iran,4.0,1.0,42.0,12.0,1,105938531146.00002,16414399.000000002,318003258430.0,36510133.0
294,1978,Group Stage,Scotland,Netherlands,3.0,2.0,12.0,44.0,1,1148502816000.0,56167000.0,320433847968.0,13936754.0
295,1978,Group Stage,Austria,Netherlands,1.0,5.0,11.0,44.0,-1,153461855365.0,7562305.0,320433847968.0,13936754.0
296,1978,Group Stage,Italy,West Germany,0.0,0.0,1.0,12.0,0,1081497949890.0,56240143.0,1674283089078.0,78066074.0
297,1978,Group Stage,Netherlands,West Germany,2.0,2.0,44.0,12.0,0,320433847968.0,13936754.0,1674283089078.0,78066074.0
298,1978,Group Stage,Italy,Austria,1.0,0.0,1.0,11.0,1,1081497949890.0,56240143.0,153461855365.0,7562305.0
299,1978,Group Stage,Austria,West Germany,3.0,2.0,11.0,12.0,1,153461855365.0,7562305.0,1674283089078.0,78066074.0
300,1978,Group Stage,Italy,Netherlands,1.0,2.0,1.0,44.0,-1,1081497949890.0,56240143.0,320433847968.0,13936754.0
279,1978,Group Stage,West Germany,Mexico,6.0,0.0,12.0,47.0,1,1674283089078.0,78066074.0,567422153100.0,65295990.0
302,1978,Group Stage,Argentina,Poland,2.0,0.0,4.0,39.0,1,341466744768.0,27440272.0,340244090352.0,34929072.0
303,1978,Group Stage,Peru,Poland,0.0,1.0,42.0,39.0,-1,105938531146.00002,16414399.000000002,340244090352.0,34929072.0
304,1978,Group Stage,Argentina,Brazil,0.0,0.0,4.0,7.0,0,341466744768.0,27440272.0,870261975000.0,117207000.0
305,1978,Group Stage,Brazil,Poland,3.0,1.0,7.0,39.0,1,870261975000.0,117207000.0,340244090352.0,34929072.0
306,1978,Group Stage,Argentina,Peru,6.0,0.0,4.0,42.0,1,341466744768.0,27440272.0,105938531146.00002,16414399.000000002
307,1978,Third Place Match,Brazil,Italy,2.0,1.0,7.0,1.0,1,870261975000.0,117207000.0,1081497949890.0,56240143.0
308,1978,Final,Argentina,Netherlands,3.0,1.0,4.0,44.0,1,341466744768.0,27440272.0,320433847968.0,13936754.0
292,1978,Group Stage,Netherlands,Peru,0.0,0.0,44.0,42.0,0,320433847968.0,13936754.0,105938531146.00002,16414399.000000002
301,1978,Group Stage,Brazil,Peru,3.0,0.0,7.0,42.0,1,870261975000.0,117207000.0,105938531146.00002,16414399.000000002
291,1978,Group Stage,Scotland,Iran,1.0,1.0,12.0,12.0,0,1148502816000.0,56167000.0,318003258430.0,36510133.0
275,1978,Group Stage,France,Hungary,3.0,1.0,41.0,3.0,1,1239356196000.0,54602000.0,106380781100.0,10673300.0
289,1978,Group Stage,Peru,Scotland,3.0,1.0,42.0,12.0,1,105938531146.00002,16414399.000000002,1148502816000.0,56167000.0
290,1978,Group Stage,Netherlands,Iran,3.0,0.0,44.0,12.0,1,320433847968.0,13936754.0,318003258430.0,36510133.0
271,1978,Group Stage,Italy,France,2.0,1.0,1.0,41.0,1,1081497949890.0,56240143.0,1239356196000.0,54602000.0
272,1978,Group Stage,Argentina,Hungary,2.0,1.0,4.0,3.0,1,341466744768.0,27440272.0,106380781100.0,10673300.0
273,1978,Group Stage,Italy,Hungary,3.0,1.0,1.0,3.0,1,1081497949890.0,56240143.0,106380781100.0,10673300.0
276,1978,Group Stage,Argentina,Italy,0.0,1.0,4.0,1.0,-1,341466744768.0,27440272.0,1081497949890.0,56240143.0
277,1978,Group Stage,West Germany,Poland,0.0,0.0,12.0,39.0,0,1674283089078.0,78066074.0,340244090352.0,34929072.0
278,1978,Group Stage,Tunisia,Mexico,3.0,1.0,12.0,47.0,1,26410557728.0,6136282.0,567422153100.0,65295990.0
280,1978,Group Stage,Poland,Tunisia,1.0,0.0,39.0,12.0,1,340244090352.0,34929072.0,26410557728.0,6136282.0
274,1978,Group Stage,Argentina,France,2.0,1.0,4.0,41.0,1,341466744768.0,27440272.0,1239356196000.0,54602000.0
282,1978,Group Stage,Poland,Mexico,3.0,1.0,39.0,47.0,1,340244090352.0,34929072.0,567422153100.0,65295990.0
283,1978,Group Stage,Austria,Spain,2.0,1.0,11.0,40.0,1,153461855365.0,7562305.0,500155431706.4376,36861034.0
284,1978,Group Stage,Brazil,Sweden,1.0,1.0,7.0,36.0,0,870261975000.0,117207000.0,187418296000.0,8276000.0
285,1978,Group Stage,Austria,Sweden,1.0,0.0,11.0,36.0,1,153461855365.0,7562305.0,187418296000.0,8276000.0
286,1978,Group Stage,Brazil,Spain,0.0,0.0,7.0,40.0,0,870261975000.0,117207000.0,500155431706.4376,36861034.0
287,1978,Group Stage,Spain,Sweden,1.0,0.0,40.0,36.0,1,500155431706.4376,36861034.0,187418296000.0,8276000.0
281,1978,Group Stage,West Germany,Tunisia,0.0,0.0,12.0,12.0,0,1674283089078.0,78066074.0,26410557728.0,6136282.0
288,1978,Group Stage,Brazil,Austria,1.0,0.0,7.0,11.0,1,870261975000.0,117207000.0,153461855365.0,7562305.0
345,1982,Group Stage,Poland,Belgium,3.0,0.0,44.0,53.0,1,305360594449.0,36227381.0,227394766513.0,9856303.0
344,1982,Group Stage,Brazil,New Zealand,4.0,0.0,7.0,12.0,1,978935436000.0,129028000.0,66640155000.0,3217000.0
343,1982,Group Stage,Soviet Union,Scotland,2.0,2.0,12.0,12.0,0,2816923020000.0,270390000.0,1163414887600.0,56339704.0
342,1982,Group Stage,Soviet Union,New Zealand,3.0,0.0,12.0,12.0,1,2816923020000.0,270390000.0,66640155000.0,3217000.0
339,1982,Group Stage,Brazil,Soviet Union,2.0,1.0,7.0,12.0,1,978935436000.0,129028000.0,2816923020000.0,270390000.0
340,1982,Group Stage,Scotland,New Zealand,5.0,2.0,12.0,12.0,1,1163414887600.0,56339704.0,66640155000.0,3217000.0
338,1982,Group Stage,Spain,Northern Ireland,0.0,1.0,45.0,12.0,-1,533517528688.69666,37983310.0,1163414887600.0,56339704.0
346,1982,Group Stage,Belgium,Soviet Union,0.0,1.0,53.0,12.0,-1,227394766513.0,9856303.0,2816923020000.0,270390000.0
337,1982,Group Stage,Honduras,Yugoslavia,0.0,1.0,12.0,10.0,-1,11293337136.0,3671436.0,220600800000.0,21885000.0
341,1982,Group Stage,Brazil,Scotland,4.0,1.0,7.0,12.0,1,978935436000.0,129028000.0,1163414887600.0,56339704.0
347,1982,Group Stage,Soviet Union,Poland,0.0,0.0,12.0,44.0,0,2816923020000.0,270390000.0,305360594449.0,36227381.0
356,1982,Group Stage,France,Northern Ireland,4.0,1.0,46.0,12.0,1,1343411640000.0,55697000.0,1163414887600.0,56339704.0
349,1982,Group Stage,West Germany,Spain,2.0,1.0,12.0,45.0,1,1753143253080.0,78335266.0,533517528688.69666,37983310.0
350,1982,Group Stage,Spain,England,0.0,0.0,45.0,12.0,0,533517528688.69666,37983310.0,1163414887600.0,56339704.0
351,1982,Group Stage,Italy,Argentina,2.0,1.0,1.0,4.0,1,1194202239228.0,56535636.0,338761500000.0,29330000.0
352,1982,Group Stage,Argentina,Brazil,1.0,3.0,4.0,7.0,-1,338761500000.0,29330000.0,978935436000.0,129028000.0
353,1982,Group Stage,Italy,Brazil,3.0,2.0,1.0,7.0,1,1194202239228.0,56535636.0,978935436000.0,129028000.0
354,1982,Group Stage,Austria,France,0.0,1.0,11.0,46.0,-1,168565437702.0,7574613.0,1343411640000.0,55697000.0
355,1982,Group Stage,Austria,Northern Ireland,2.0,2.0,11.0,12.0,0,168565437702.0,7574613.0,1163414887600.0,56339704.0
357,1982,Semifinals,Poland,Italy,0.0,2.0,44.0,1.0,-1,305360594449.0,36227381.0,1194202239228.0,56535636.0
358,1982,Semifinals,West Germany,France,3.0,3.0,12.0,46.0,0,1753143253080.0,78335266.0,1343411640000.0,55697000.0
359,1982,Third Place Match,Poland,France,3.0,2.0,44.0,46.0,1,305360594449.0,36227381.0,1343411640000.0,55697000.0
336,1982,Group Stage,Honduras,Northern Ireland,1.0,1.0,12.0,12.0,0,11293337136.0,3671436.0,1163414887600.0,56339704.0
348,1982,Group Stage,West Germany,England,0.0,0.0,12.0,12.0,0,1753143253080.0,78335266.0,1163414887600.0,56339704.0
360,1982,Final,Italy,West Germany,3.0,1.0,1.0,12.0,1,1194202239228.0,56535636.0,1753143253080.0,78335266.0
335,1982,Group Stage,Spain,Yugoslavia,2.0,1.0,45.0,10.0,1,533517528688.69666,37983310.0,220600800000.0,21885000.0
333,1982,Group Stage,Spain,Honduras,1.0,1.0,45.0,12.0,0,533517528688.69666,37983310.0,11293337136.0,3671436.0
334,1982,Group Stage,Yugoslavia,Northern Ireland,0.0,0.0,10.0,12.0,0,220600800000.0,21885000.0,1163414887600.0,56339704.0
309,1982,Group Stage,Italy,Poland,0.0,0.0,1.0,44.0,0,1194202239228.0,56535636.0,305360594449.0,36227381.0
310,1982,Group Stage,Peru,Cameroon,0.0,0.0,47.0,12.0,0,123031210000.0,18173000.0,20950722121.0,9282553.0
311,1982,Group Stage,Italy,Peru,1.0,1.0,1.0,47.0,0,1194202239228.0,56535636.0,123031210000.0,18173000.0
312,1982,Group Stage,Poland,Cameroon,0.0,0.0,44.0,12.0,0,305360594449.0,36227381.0,20950722121.0,9282553.0
313,1982,Group Stage,Poland,Peru,5.0,1.0,44.0,47.0,1,305360594449.0,36227381.0,123031210000.0,18173000.0
314,1982,Group Stage,Italy,Cameroon,1.0,1.0,1.0,12.0,0,1194202239228.0,56535636.0,20950722121.0,9282553.0
316,1982,Group Stage,Chile,Austria,0.0,1.0,5.0,11.0,-1,92080689792.0,11487112.0,168565437702.0,7574613.0
317,1982,Group Stage,West Germany,Chile,4.0,1.0,12.0,5.0,1,1753143253080.0,78335266.0,92080689792.0,11487112.0
318,1982,Group Stage,Algeria,Austria,0.0,2.0,12.0,11.0,-1,103073659185.0,20033753.0,168565437702.0,7574613.0
319,1982,Group Stage,Algeria,Chile,3.0,2.0,12.0,5.0,1,103073659185.0,20033753.0,92080689792.0,11487112.0
320,1982,Group Stage,West Germany,Austria,1.0,0.0,12.0,11.0,1,1753143253080.0,78335266.0,168565437702.0,7574613.0
315,1982,Group Stage,West Germany,Algeria,1.0,2.0,12.0,12.0,-1,1753143253080.0,78335266.0,103073659185.0,20033753.0
322,1982,Group Stage,Hungary,El Salvador,10.0,1.0,3.0,12.0,1,112333178755.0,10705535.0,14958442863.0,4479917.0
323,1982,Group Stage,Argentina,Hungary,4.0,1.0,4.0,3.0,1,338761500000.0,29330000.0,112333178755.0,10705535.0
324,1982,Group Stage,Belgium,El Salvador,1.0,0.0,53.0,12.0,1,227394766513.0,9856303.0,14958442863.0,4479917.0
325,1982,Group Stage,Belgium,Hungary,1.0,1.0,53.0,3.0,0,227394766513.0,9856303.0,112333178755.0,10705535.0
326,1982,Group Stage,Argentina,El Salvador,2.0,0.0,4.0,12.0,1,338761500000.0,29330000.0,14958442863.0,4479917.0
327,1982,Group Stage,England,France,3.0,1.0,12.0,46.0,1,1163414887600.0,56339704.0,1343411640000.0,55697000.0
328,1982,Group Stage,Czechoslovakia,Kuwait,1.0,1.0,6.0,12.0,0,124767551736.0,10303704.0,20732804430.0,1497494.0
329,1982,Group Stage,England,Czechoslovakia,2.0,0.0,12.0,6.0,1,1163414887600.0,56339704.0,124767551736.0,10303704.0
330,1982,Group Stage,France,Kuwait,4.0,1.0,46.0,12.0,1,1343411640000.0,55697000.0,20732804430.0,1497494.0
331,1982,Group Stage,France,Czechoslovakia,1.0,1.0,46.0,6.0,0,1343411640000.0,55697000.0,124767551736.0,10303704.0
321,1982,Group Stage,Argentina,Belgium,0.0,1.0,4.0,53.0,-1,338761500000.0,29330000.0,227394766513.0,9856303.0
332,1982,Group Stage,England,Kuwait,1.0,0.0,12.0,12.0,1,1163414887600.0,56339704.0,20732804430.0,1497494.0
398,1986,Round of 16,Soviet Union,Belgium,3.0,4.0,12.0,56.0,-1,3093066360000.0,280296000.0,238862657800.0,9861800.0
397,1986,Round of 16,Mexico,Bulgaria,2.0,0.0,55.0,12.0,1,728181077690.0,78442430.0,91110690900.0,8958770.0
396,1986,Group Stage,Portugal,Morocco,1.0,3.0,12.0,12.0,-1,136464679114.0,9907411.0,89314714347.0,22457811.0
395,1986,Group Stage,England,Poland,3.0,0.0,12.0,47.0,1,1334598517480.0,56796260.0,346539501000.0,37504275.0
389,1986,Group Stage,Denmark,West Germany,2.0,0.0,12.0,12.0,1,146862035654.0,5120534.0,1916181399645.0,77713485.0
392,1986,Group Stage,Portugal,England,1.0,0.0,12.0,12.0,1,136464679114.0,9907411.0,1334598517480.0,56796260.0
391,1986,Group Stage,Morocco,Poland,0.0,0.0,12.0,47.0,0,89314714347.0,22457811.0,346539501000.0,37504275.0
390,1986,Group Stage,Scotland,Uruguay,0.0,0.0,12.0,2.0,0,1334598517480.0,56796260.0,29182468000.0,3031000.0
399,1986,Round of 16,Brazil,Poland,4.0,0.0,7.0,47.0,1,1160963076000.0,140196000.0,346539501000.0,37504275.0
393,1986,Group Stage,England,Morocco,0.0,0.0,12.0,12.0,0,1334598517480.0,56796260.0,89314714347.0,22457811.0
400,1986,Round of 16,Argentina,Uruguay,1.0,0.0,4.0,2.0,1,358634675000.0,31145000.0,29182468000.0,3031000.0
412,1986,Final,Argentina,West Germany,3.0,2.0,4.0,12.0,1,358634675000.0,31145000.0,1916181399645.0,77713485.0
402,1986,Round of 16,Morocco,West Germany,0.0,1.0,12.0,12.0,-1,89314714347.0,22457811.0,1916181399645.0,77713485.0
403,1986,Round of 16,England,Paraguay,3.0,0.0,12.0,45.0,1,1334598517480.0,56796260.0,18352974000.0,3781000.0
404,1986,Round of 16,Denmark,Spain,1.0,5.0,12.0,48.0,-1,146862035654.0,5120534.0,590018528730.3583,38707556.0
405,1986,Quarterfinals,Brazil,France,1.0,1.0,7.0,49.0,0,1160963076000.0,140196000.0,1431625550000.0,56725000.0
406,1986,Quarterfinals,West Germany,Mexico,0.0,0.0,12.0,55.0,0,1916181399645.0,77713485.0,728181077690.0,78442430.0
407,1986,Quarterfinals,Argentina,England,2.0,1.0,4.0,12.0,1,358634675000.0,31145000.0,1334598517480.0,56796260.0
408,1986,Quarterfinals,Spain,Belgium,1.0,1.0,48.0,56.0,0,590018528730.3583,38707556.0,238862657800.0,9861800.0
409,1986,Semifinals,France,West Germany,0.0,2.0,49.0,12.0,-1,1431625550000.0,56725000.0,1916181399645.0,77713485.0
410,1986,Semifinals,Argentina,Belgium,2.0,0.0,4.0,56.0,1,358634675000.0,31145000.0,238862657800.0,9861800.0
411,1986,Third Place Match,Belgium,France,2.0,4.0,56.0,49.0,-1,238862657800.0,9861800.0,1431625550000.0,56725000.0
388,1986,Group Stage,Denmark,Uruguay,6.0,1.0,12.0,2.0,1,146862035654.0,5120534.0,29182468000.0,3031000.0
401,1986,Round of 16,Italy,France,0.0,2.0,1.0,49.0,-1,1310891945298.0,56733833.0,1431625550000.0,56725000.0
387,1986,Group Stage,West Germany,Scotland,2.0,1.0,12.0,12.0,1,1916181399645.0,77713485.0,1334598517480.0,56796260.0
394,1986,Group Stage,Poland,Portugal,1.0,0.0,47.0,12.0,1,346539501000.0,37504275.0,136464679114.0,9907411.0
385,1986,Group Stage,Uruguay,West Germany,1.0,1.0,2.0,12.0,0,29182468000.0,3031000.0,1916181399645.0,77713485.0
361,1986,Group Stage,Bulgaria,Italy,1.0,1.0,12.0,1.0,0,91110690900.0,8958770.0,1310891945298.0,56733833.0
362,1986,Group Stage,Argentina,South Korea,3.0,1.0,4.0,12.0,1,358634675000.0,31145000.0,402092251444.84906,41214000.0
363,1986,Group Stage,Italy,Argentina,1.0,1.0,1.0,4.0,0,1310891945298.0,56733833.0,358634675000.0,31145000.0
364,1986,Group Stage,South Korea,Bulgaria,1.0,1.0,12.0,12.0,0,402092251444.84906,41214000.0,91110690900.0,8958770.0
365,1986,Group Stage,South Korea,Italy,2.0,3.0,12.0,1.0,-1,402092251444.84906,41214000.0,1310891945298.0,56733833.0
366,1986,Group Stage,Argentina,Bulgaria,2.0,0.0,4.0,12.0,1,358634675000.0,31145000.0,91110690900.0,8958770.0
367,1986,Group Stage,Belgium,Mexico,1.0,2.0,56.0,55.0,-1,238862657800.0,9861800.0,728181077690.0,78442430.0
368,1986,Group Stage,Paraguay,Iraq,1.0,0.0,45.0,12.0,1,18352974000.0,3781000.0,97354061280.0,16247340.0
370,1986,Group Stage,Iraq,Belgium,1.0,2.0,12.0,56.0,-1,97354061280.0,16247340.0,238862657800.0,9861800.0
371,1986,Group Stage,Paraguay,Belgium,2.0,2.0,45.0,56.0,0,18352974000.0,3781000.0,238862657800.0,9861800.0
372,1986,Group Stage,Iraq,Mexico,0.0,1.0,12.0,55.0,-1,97354061280.0,16247340.0,728181077690.0,78442430.0
369,1986,Group Stage,Mexico,Paraguay,1.0,1.0,55.0,45.0,0,728181077690.0,78442430.0,18352974000.0,3781000.0
374,1986,Group Stage,Soviet Union,Hungary,6.0,0.0,12.0,3.0,1,3093066360000.0,280296000.0,113513151714.0,10630563.0
384,1986,Group Stage,Algeria,Spain,0.0,3.0,12.0,48.0,-1,119145034956.0,22642538.0,590018528730.3583,38707556.0
373,1986,Group Stage,Canada,France,0.0,1.0,12.0,49.0,-1,746074593600.0,26203800.0,1431625550000.0,56725000.0
382,1986,Group Stage,Northern Ireland,Spain,1.0,2.0,12.0,48.0,-1,1334598517480.0,56796260.0,590018528730.3583,38707556.0
381,1986,Group Stage,Brazil,Algeria,1.0,0.0,7.0,12.0,1,1160963076000.0,140196000.0,119145034956.0,22642538.0
380,1986,Group Stage,Algeria,Northern Ireland,1.0,1.0,12.0,12.0,0,119145034956.0,22642538.0,1334598517480.0,56796260.0
383,1986,Group Stage,Northern Ireland,Brazil,0.0,3.0,12.0,7.0,-1,1334598517480.0,56796260.0,1160963076000.0,140196000.0
378,1986,Group Stage,Soviet Union,Canada,2.0,0.0,12.0,12.0,1,3093066360000.0,280296000.0,746074593600.0,26203800.0
377,1986,Group Stage,Hungary,France,0.0,3.0,3.0,49.0,-1,113513151714.0,10630563.0,1431625550000.0,56725000.0
376,1986,Group Stage,Hungary,Canada,2.0,0.0,3.0,12.0,1,113513151714.0,10630563.0,746074593600.0,26203800.0
375,1986,Group Stage,France,Soviet Union,1.0,1.0,49.0,12.0,0,1431625550000.0,56725000.0,3093066360000.0,280296000.0
379,1986,Group Stage,Spain,Brazil,0.0,1.0,48.0,7.0,-1,590018528730.3583,38707556.0,1160963076000.0,140196000.0
386,1986,Group Stage,Scotland,Denmark,0.0,1.0,12.0,12.0,-1,1334598517480.0,56796260.0,146862035654.0,5120534.0
421,1990,Quarterfinals,Argentina,Yugoslavia,0.0,0.0,4.0,10.0,0,338751144000.0,33036000.0,207144000000.0,23016000.0
428,1990,Final,West Germany,Argentina,1.0,0.0,12.0,4.0,1,2015547584054.0,79380394.0,338751144000.0,33036000.0
427,1990,Third Place Match,Italy,England,2.0,1.0,1.0,12.0,1,1475485264658.0,56742886.0,1505692217023.0,57493307.0
426,1990,Semifinals,West Germany,England,1.0,1.0,12.0,12.0,0,2015547584054.0,79380394.0,1505692217023.0,57493307.0
