year,group,team1,team2,score,source_url
1930,Group A,FRA,MEX,4:1,https://www.rsssf.org/tables/30full.html
1930,Group A,ARG,FRA,1:0,https://www.rsssf.org/tables/30full.html
1930,Group A,CHI,MEX,3:0,https://www.rsssf.org/tables/30full.html
1930,Group A,CHI,FRA,1:0,https://www.rsssf.org/tables/30full.html
1930,Group A,ARG,MEX,6:3,https://www.rsssf.org/tables/30full.html
1930,Group A,ARG,CHI,3:1,https://www.rsssf.org/tables/30full.html
1930,Group B,JUG,BRA,2:1,https://www.rsssf.org/tables/30full.html
1930,Group B,JUG,BOL,4:0,https://www.rsssf.org/tables/30full.html
1930,Group B,BRA,BOL,4:0,https://www.rsssf.org/tables/30full.html
1930,Group C,ROM,PER,3:1,https://www.rsssf.org/tables/30full.html
1930,Group C,URU,PER,1:0,https://www.rsssf.org/tables/30full.html
1930,Group C,URU,ROM,4:0,https://www.rsssf.org/tables/30full.html
1930,Group D,USA,BEL,3:0,https://www.rsssf.org/tables/30full.html
1930,Group D,USA,PAR,3:0,https://www.rsssf.org/tables/30full.html
1930,Group D,PAR,BEL,1:0,https://www.rsssf.org/tables/30full.html
1930,Group D,ARG,USA,6:1,https://www.rsssf.org/tables/30full.html
1930,Group D,URU,JUG,6:1,https://www.rsssf.org/tables/30full.html
1930,Group D,URU,ARG,4:2,https://www.rsssf.org/tables/30full.html
1934,,ITA,USA,7:1,https://www.rsssf.org/tables/34full.html
1934,,CZE,ROM,2:1,https://www.rsssf.org/tables/34full.html
1934,,GER,BEL,5:2,https://www.rsssf.org/tables/34full.html
1934,,AUT,FRA,3:2,https://www.rsssf.org/tables/34full.html
1934,,ESP,BRA,3:1,https://www.rsssf.org/tables/34full.html
1934,,SUI,HOL,3:2,https://www.rsssf.org/tables/34full.html
1934,,SWE,ARG,3:2,https://www.rsssf.org/tables/34full.html
1934,,HUN,EGY,4:2,https://www.rsssf.org/tables/34full.html
1934,,GER,SWE,2:1,https://www.rsssf.org/tables/34full.html
1934,,AUT,HUN,2:1,https://www.rsssf.org/tables/34full.html
1934,,ITA,ESP,1:1,https://www.rsssf.org/tables/34full.html
1934,,ITA,ESP,1:0,https://www.rsssf.org/tables/34full.html
1934,,CZE,SUI,3:2,https://www.rsssf.org/tables/34full.html
1934,,ITA,AUT,1:0,https://www.rsssf.org/tables/34full.html
1934,,CZE,GER,3:1,https://www.rsssf.org/tables/34full.html
1934,,GER,AUT,3:2,https://www.rsssf.org/tables/34full.html
1934,,ITA,CZE,2:1,https://www.rsssf.org/tables/34full.html
1938,,SUI,GER,1:1,https://www.rsssf.org/tables/38full.html
1938,,SUI,GER,4:2,https://www.rsssf.org/tables/38full.html
1938,,CUB,ROM,3:3,https://www.rsssf.org/tables/38full.html
1938,,CUB,ROM,2:1,https://www.rsssf.org/tables/38full.html
1938,,CZE,HOL,3:0,https://www.rsssf.org/tables/38full.html
1938,,FRA,BEL,3:1,https://www.rsssf.org/tables/38full.html
1938,,HUN,IHO,6:0,https://www.rsssf.org/tables/38full.html
1938,,ITA,NOR,2:1,https://www.rsssf.org/tables/38full.html
1938,,BRA,POL,6:5,https://www.rsssf.org/tables/38full.html
1938,,ITA,FRA,3:1,https://www.rsssf.org/tables/38full.html
1938,,SWE,CUB,8:0,https://www.rsssf.org/tables/38full.html
1938,,HUN,SUI,2:0,https://www.rsssf.org/tables/38full.html
1938,,BRA,CZE,1:1,https://www.rsssf.org/tables/38full.html
1938,,BRA,CZE,2:1,https://www.rsssf.org/tables/38full.html
1938,,HUN,SWE,5:1,https://www.rsssf.org/tables/38full.html
1938,,ITA,BRA,2:1,https://www.rsssf.org/tables/38full.html
1938,,BRA,SWE,4:2,https://www.rsssf.org/tables/38full.html
1938,,ITA,HUN,4:2,https://www.rsssf.org/tables/38full.html
1950,Group A,BRA,MEX,4:0,https://www.rsssf.org/tables/50full.html
1950,Group A,JUG,SUI,3:0,https://www.rsssf.org/tables/50full.html
1950,Group A,BRA,SUI,2:2,https://www.rsssf.org/tables/50full.html
1950,Group A,JUG,MEX,4:1,https://www.rsssf.org/tables/50full.html
1950,Group A,BRA,JUG,2:0,https://www.rsssf.org/tables/50full.html
1950,Group A,SUI,MEX,2:1,https://www.rsssf.org/tables/50full.html
1950,Group B,ENG,CHI,2:0,https://www.rsssf.org/tables/50full.html
1950,Group B,ESP,USA,3:1,https://www.rsssf.org/tables/50full.html
1950,Group B,ESP,CHI,2:0,https://www.rsssf.org/tables/50full.html
1950,Group B,USA,ENG,1:0,https://www.rsssf.org/tables/50full.html
1950,Group B,ESP,ENG,1:0,https://www.rsssf.org/tables/50full.html
1950,Group B,CHI,USA,5:2,https://www.rsssf.org/tables/50full.html
1950,Group C,SWE,ITA,3:2,https://www.rsssf.org/tables/50full.html
1950,Group C,SWE,PAR,2:2,https://www.rsssf.org/tables/50full.html
1950,Group C,ITA,PAR,2:0,https://www.rsssf.org/tables/50full.html
1950,Group D,URU,BOL,8:0,https://www.rsssf.org/tables/50full.html
1950,Group D,BRA,SWE,7:1,https://www.rsssf.org/tables/50full.html
1950,Group D,ESP,URU,2:2,https://www.rsssf.org/tables/50full.html
1950,Group D,BRA,ESP,6:1,https://www.rsssf.org/tables/50full.html
1950,Group D,URU,SWE,3:2,https://www.rsssf.org/tables/50full.html
1950,Group D,SWE,ESP,3:1,https://www.rsssf.org/tables/50full.html
1950,Group D,URU,BRA,2:1,https://www.rsssf.org/tables/50full.html
1954,Group A,JUG,FRA,1:0,https://www.rsssf.org/tables/54full.html
1954,Group A,BRA,MEX,5:0,https://www.rsssf.org/tables/54full.html
1954,Group A,BRA,JUG,1:1,https://www.rsssf.org/tables/54full.html
1954,Group A,FRA,MEX,3:2,https://www.rsssf.org/tables/54full.html
1954,Group B,HUN,KOR,9:0,https://www.rsssf.org/tables/54full.html
1954,Group B,HUN,GER,8:3,https://www.rsssf.org/tables/54full.html
1954,Group B,TUR,KOR,7:0,https://www.rsssf.org/tables/54full.html
1954,Group B,GER,TUR,7:2,https://www.rsssf.org/tables/54full.html
1954,Group C,AUT,SCO,1:0,https://www.rsssf.org/tables/54full.html
1954,Group C,URU,CZE,2:0,https://www.rsssf.org/tables/54full.html
1954,Group C,AUT,CZE,5:0,https://www.rsssf.org/tables/54full.html
1954,Group C,URU,SCO,7:0,https://www.rsssf.org/tables/54full.html
1954,Group D,ENG,BEL,4:4,https://www.rsssf.org/tables/54full.html
1954,Group D,SUI,ITA,2:1,https://www.rsssf.org/tables/54full.html
1954,Group D,ENG,SUI,2:0,https://www.rsssf.org/tables/54full.html
1954,Group D,ITA,BEL,4:1,https://www.rsssf.org/tables/54full.html
1954,Group D,SUI,ITA,4:1,https://www.rsssf.org/tables/54full.html
1954,Group D,AUT,SUI,7:5,https://www.rsssf.org/tables/54full.html
1954,Group D,URU,ENG,4:2,https://www.rsssf.org/tables/54full.html
1954,Group D,HUN,BRA,4:2,https://www.rsssf.org/tables/54full.html
1954,Group D,GER,JUG,2:0,https://www.rsssf.org/tables/54full.html
1954,Group D,HUN,URU,4:2,https://www.rsssf.org/tables/54full.html
1954,Group D,GER,AUT,6:1,https://www.rsssf.org/tables/54full.html
1954,Group D,AUT,URU,3:1,https://www.rsssf.org/tables/54full.html
1954,Group D,GER,HUN,3:2,https://www.rsssf.org/tables/54full.html
1958,Group A,NIR,CZE,1:0,https://www.rsssf.org/tables/58full.html
1958,Group A,GER,ARG,3:1,https://www.rsssf.org/tables/58full.html
1958,Group A,ARG,NIR,3:1,https://www.rsssf.org/tables/58full.html
1958,Group A,GER,CZE,2:2,https://www.rsssf.org/tables/58full.html
1958,Group A,GER,NIR,2:2,https://www.rsssf.org/tables/58full.html
1958,Group A,CZE,ARG,6:1,https://www.rsssf.org/tables/58full.html
1958,Group A,NIR,CZE,2:1,https://www.rsssf.org/tables/58full.html
1958,Group B,SCO,JUG,1:1,https://www.rsssf.org/tables/58full.html
1958,Group B,FRA,PAR,7:3,https://www.rsssf.org/tables/58full.html
1958,Group B,PAR,SCO,3:2,https://www.rsssf.org/tables/58full.html
1958,Group B,JUG,FRA,3:2,https://www.rsssf.org/tables/58full.html
1958,Group B,FRA,SCO,2:1,https://www.rsssf.org/tables/58full.html
1958,Group B,PAR,JUG,3:3,https://www.rsssf.org/tables/58full.html
1958,Group C,SWE,MEX,3:0,https://www.rsssf.org/tables/58full.html
1958,Group C,HUN,WAL,1:1,https://www.rsssf.org/tables/58full.html
1958,Group C,MEX,WAL,1:1,https://www.rsssf.org/tables/58full.html
1958,Group C,SWE,HUN,2:1,https://www.rsssf.org/tables/58full.html
1958,Group C,SWE,WAL,0:0,https://www.rsssf.org/tables/58full.html
1958,Group C,HUN,MEX,4:0,https://www.rsssf.org/tables/58full.html
1958,Group C,WAL,HUN,2:1,https://www.rsssf.org/tables/58full.html
1958,Group D,BRA,AUT,3:0,https://www.rsssf.org/tables/58full.html
1958,Group D,ENG,ZSR,2:2,https://www.rsssf.org/tables/58full.html
1958,Group D,ZSR,AUT,2:0,https://www.rsssf.org/tables/58full.html
1958,Group D,BRA,ENG,0:0,https://www.rsssf.org/tables/58full.html
1958,Group D,AUT,ENG,2:2,https://www.rsssf.org/tables/58full.html
1958,Group D,BRA,ZSR,2:0,https://www.rsssf.org/tables/58full.html
1958,Group D,ZSR,ENG,1:0,https://www.rsssf.org/tables/58full.html
1958,Group D,SWE,ZSR,2:0,https://www.rsssf.org/tables/58full.html
1958,Group D,GER,JUG,1:0,https://www.rsssf.org/tables/58full.html
1958,Group D,FRA,NIR,4:0,https://www.rsssf.org/tables/58full.html
1958,Group D,BRA,WAL,1:0,https://www.rsssf.org/tables/58full.html
1958,Group D,BRA,FRA,5:2,https://www.rsssf.org/tables/58full.html
1958,Group D,SWE,GER,3:1,https://www.rsssf.org/tables/58full.html
1958,Group D,FRA,GER,6:3,https://www.rsssf.org/tables/58full.html
1958,Group D,BRA,SWE,5:2,https://www.rsssf.org/tables/58full.html
1962,Group A,URU,COL,2:1,https://www.rsssf.org/tables/62full.html
1962,Group A,ZSR,JUG,2:0,https://www.rsssf.org/tables/62full.html
1962,Group A,JUG,URU,3:1,https://www.rsssf.org/tables/62full.html
1962,Group A,ZSR,COL,4:4,https://www.rsssf.org/tables/62full.html
1962,Group A,ZSR,URU,2:1,https://www.rsssf.org/tables/62full.html
1962,Group A,JUG,COL,5:0,https://www.rsssf.org/tables/62full.html
1962,Group B,CHI,SUI,3:1,https://www.rsssf.org/tables/62full.html
1962,Group B,ITA,GER,0:0,https://www.rsssf.org/tables/62full.html
1962,Group B,CHI,ITA,2:0,https://www.rsssf.org/tables/62full.html
1962,Group B,GER,SUI,2:1,https://www.rsssf.org/tables/62full.html
1962,Group B,GER,CHI,2:0,https://www.rsssf.org/tables/62full.html
1962,Group B,ITA,SUI,3:0,https://www.rsssf.org/tables/62full.html
1962,Group C,BRA,MEX,2:0,https://www.rsssf.org/tables/62full.html
1962,Group C,CZE,ESP,1:0,https://www.rsssf.org/tables/62full.html
1962,Group C,BRA,CZE,0:0,https://www.rsssf.org/tables/62full.html
1962,Group C,ESP,MEX,1:0,https://www.rsssf.org/tables/62full.html
1962,Group C,BRA,ESP,2:1,https://www.rsssf.org/tables/62full.html
1962,Group C,MEX,CZE,3:1,https://www.rsssf.org/tables/62full.html
1962,Group D,ARG,BUL,1:0,https://www.rsssf.org/tables/62full.html
1962,Group D,HUN,ENG,2:1,https://www.rsssf.org/tables/62full.html
1962,Group D,ENG,ARG,3:1,https://www.rsssf.org/tables/62full.html
1962,Group D,HUN,BUL,6:1,https://www.rsssf.org/tables/62full.html
1962,Group D,ARG,HUN,0:0,https://www.rsssf.org/tables/62full.html
1962,Group D,BUL,ENG,0:0,https://www.rsssf.org/tables/62full.html
1962,Group D,CHI,ZSR,2:1,https://www.rsssf.org/tables/62full.html
1962,Group D,JUG,GER,1:0,https://www.rsssf.org/tables/62full.html
1962,Group D,BRA,ENG,3:1,https://www.rsssf.org/tables/62full.html
1962,Group D,CZE,HUN,1:0,https://www.rsssf.org/tables/62full.html
1962,Group D,BRA,CHI,4:2,https://www.rsssf.org/tables/62full.html
1962,Group D,CZE,JUG,3:1,https://www.rsssf.org/tables/62full.html
1962,Group D,CHI,JUG,1:0,https://www.rsssf.org/tables/62full.html
1962,Group D,BRA,CZE,3:1,https://www.rsssf.org/tables/62full.html
1966,Group A,ENG,URU,0:0,https://www.rsssf.org/tables/66full.html
1966,Group A,FRA,MEX,1:1,https://www.rsssf.org/tables/66full.html
1966,Group A,URU,FRA,2:1,https://www.rsssf.org/tables/66full.html
1966,Group A,ENG,MEX,2:0,https://www.rsssf.org/tables/66full.html
1966,Group A,URU,MEX,0:0,https://www.rsssf.org/tables/66full.html
1966,Group A,ENG,FRA,2:0,https://www.rsssf.org/tables/66full.html
1966,Group B,GER,SUI,5:0,https://www.rsssf.org/tables/66full.html
1966,Group B,ARG,ESP,2:1,https://www.rsssf.org/tables/66full.html
1966,Group B,ESP,SUI,2:1,https://www.rsssf.org/tables/66full.html
1966,Group B,ARG,GER,0:0,https://www.rsssf.org/tables/66full.html
1966,Group B,ARG,SUI,2:0,https://www.rsssf.org/tables/66full.html
1966,Group B,GER,ESP,2:1,https://www.rsssf.org/tables/66full.html
1966,Group C,BRA,BUL,2:0,https://www.rsssf.org/tables/66full.html
1966,Group C,POR,HUN,3:1,https://www.rsssf.org/tables/66full.html
1966,Group C,POR,BUL,3:0,https://www.rsssf.org/tables/66full.html
1966,Group C,HUN,BRA,3:1,https://www.rsssf.org/tables/66full.html
1966,Group C,POR,BRA,3:1,https://www.rsssf.org/tables/66full.html
1966,Group C,HUN,BUL,3:1,https://www.rsssf.org/tables/66full.html
1966,Group D,ZSR,KLD,3:0,https://www.rsssf.org/tables/66full.html
1966,Group D,ITA,CHI,2:0,https://www.rsssf.org/tables/66full.html
1966,Group D,CHI,KLD,1:1,https://www.rsssf.org/tables/66full.html
1966,Group D,ZSR,ITA,1:0,https://www.rsssf.org/tables/66full.html
1966,Group D,KLD,ITA,1:0,https://www.rsssf.org/tables/66full.html
1966,Group D,ZSR,CHI,2:1,https://www.rsssf.org/tables/66full.html
1966,Group D,ENG,ARG,1:0,https://www.rsssf.org/tables/66full.html
1966,Group D,GER,URU,4:0,https://www.rsssf.org/tables/66full.html
1966,Group D,POR,KLD,5:3,https://www.rsssf.org/tables/66full.html
1966,Group D,ZSR,HUN,2:1,https://www.rsssf.org/tables/66full.html
1966,Group D,GER,ZSR,2:1,https://www.rsssf.org/tables/66full.html
1966,Group D,ENG,POR,2:1,https://www.rsssf.org/tables/66full.html
1966,Group D,POR,ZSR,2:1,https://www.rsssf.org/tables/66full.html
1966,Group D,ENG,GER,4:2,https://www.rsssf.org/tables/66full.html
1970,Group A,MEX,ZSR,0:0,https://www.rsssf.org/tables/70full.html
